year SL_MMCP2.6 SL_MMCP4.5 SL_MMCP6.0 SL_MMCP-break SL_MMCP8.5 SL_MMCP-feedback 
11142 8.442 9.772 15.003 21.338 29.439 36.669 
11143 8.442 9.773 15.003 21.338 29.439 36.669 
11144 8.442 9.773 15.004 21.338 29.439 36.669 
11145 8.443 9.772 15.004 21.339 29.439 36.670 
11146 8.443 9.773 15.005 21.339 29.439 36.670 
11147 8.443 9.773 15.006 21.340 29.440 36.671 
11148 8.445 9.775 15.007 21.341 29.441 36.673 
11149 8.446 9.774 15.008 21.341 29.442 36.673 
11150 8.446 9.774 15.007 21.343 29.443 36.672 
11151 8.446 9.774 15.007 21.343 29.443 36.672 
11152 8.447 9.774 15.007 21.344 29.443 36.672 
11153 8.447 9.774 15.007 21.344 29.444 36.673 
11154 8.448 9.774 15.006 21.344 29.444 36.673 
11155 8.448 9.774 15.007 21.344 29.444 36.673 
11156 8.449 9.773 15.008 21.344 29.444 36.674 
11157 8.450 9.773 15.009 21.344 29.444 36.674 
11158 8.451 9.773 15.009 21.345 29.444 36.674 
11159 8.451 9.773 15.009 21.346 29.443 36.674 
11160 8.451 9.773 15.009 21.346 29.444 36.675 
11161 8.452 9.773 15.008 21.345 29.445 36.676 
11162 8.453 9.773 15.009 21.345 29.446 36.677 
11163 8.454 9.772 15.009 21.345 29.447 36.677 
11164 8.455 9.772 15.010 21.346 29.447 36.678 
11165 8.456 9.771 15.010 21.347 29.448 36.679 
11166 8.458 9.772 15.008 21.347 29.449 36.678 
11167 8.458 9.773 15.008 21.346 29.449 36.678 
11168 8.459 9.773 15.008 21.345 29.450 36.678 
11169 8.459 9.774 15.008 21.346 29.450 36.679 
11170 8.459 9.773 15.008 21.346 29.450 36.681 
11171 8.460 9.773 15.009 21.347 29.450 36.684 
11172 8.461 9.773 15.009 21.347 29.451 36.685 
11173 8.461 9.773 15.009 21.347 29.451 36.685 
11174 8.462 9.774 15.009 21.348 29.450 36.685 
11175 8.463 9.773 15.009 21.348 29.449 36.685 
11176 8.463 9.773 15.009 21.349 29.450 36.686 
11177 8.464 9.773 15.009 21.349 29.451 36.686 
11178 8.465 9.774 15.009 21.349 29.452 36.687 
11179 8.466 9.775 15.009 21.349 29.452 36.687 
11180 8.467 9.774 15.009 21.348 29.451 36.686 
11181 8.468 9.774 15.009 21.348 29.451 36.686 
11182 8.467 9.774 15.009 21.349 29.451 36.687 
11183 8.468 9.775 15.009 21.349 29.451 36.687 
11184 8.469 9.775 15.009 21.349 29.452 36.687 
11185 8.470 9.774 15.009 21.349 29.453 36.688 
11186 8.471 9.775 15.010 21.349 29.454 36.689 
11187 8.472 9.774 15.011 21.349 29.455 36.690 
11188 8.472 9.774 15.011 21.349 29.455 36.691 
11189 8.473 9.774 15.012 21.349 29.456 36.692 
11190 8.474 9.774 15.012 21.349 29.456 36.692 
11191 8.474 9.774 15.012 21.348 29.457 36.692 
11192 8.474 9.775 15.012 21.348 29.456 36.692 
11193 8.474 9.775 15.012 21.347 29.457 36.692 
11194 8.474 9.775 15.012 21.348 29.458 36.693 
11195 8.474 9.776 15.011 21.348 29.459 36.693 
11196 8.476 9.776 15.011 21.349 29.459 36.693 
11197 8.477 9.777 15.012 21.349 29.460 36.693 
11198 8.478 9.777 15.012 21.349 29.460 36.694 
11199 8.479 9.777 15.012 21.349 29.460 36.695 
11200 8.480 9.777 15.012 21.349 29.460 36.696 
11201 8.480 9.777 15.012 21.349 29.460 36.698 
11202 8.480 9.778 15.012 21.349 29.462 36.699 
11203 8.481 9.777 15.012 21.349 29.463 36.700 
11204 8.481 9.777 15.012 21.349 29.464 36.700 
11205 8.482 9.778 15.012 21.349 29.464 36.701 
11206 8.483 9.778 15.013 21.349 29.464 36.701 
11207 8.484 9.779 15.013 21.349 29.463 36.701 
11208 8.485 9.779 15.013 21.349 29.463 36.701 
11209 8.487 9.779 15.013 21.348 29.463 36.702 
11210 8.487 9.779 15.014 21.348 29.464 36.702 
11211 8.488 9.780 15.014 21.349 29.464 36.703 
11212 8.488 9.780 15.014 21.349 29.465 36.704 
11213 8.488 9.780 15.014 21.349 29.466 36.704 
11214 8.489 9.779 15.014 21.350 29.467 36.705 
11215 8.491 9.779 15.013 21.349 29.469 36.705 
11216 8.491 9.779 15.014 21.348 29.470 36.707 
11217 8.493 9.779 15.014 21.347 29.471 36.708 
11218 8.493 9.779 15.015 21.347 29.472 36.709 
11219 8.494 9.779 15.015 21.348 29.473 36.709 
11220 8.494 9.779 15.015 21.347 29.473 36.709 
11221 8.495 9.779 15.014 21.348 29.473 36.709 
11222 8.495 9.779 15.015 21.348 29.473 36.709 
11223 8.495 9.780 15.015 21.348 29.473 36.710 
11224 8.495 9.780 15.015 21.348 29.474 36.711 
11225 8.496 9.781 15.014 21.348 29.474 36.711 
11226 8.498 9.781 15.014 21.349 29.474 36.712 
11227 8.499 9.781 15.015 21.350 29.475 36.711 
11228 8.500 9.781 15.015 21.350 29.475 36.712 
11229 8.500 9.782 15.016 21.350 29.474 36.711 
11230 8.500 9.782 15.016 21.350 29.474 36.712 
11231 8.500 9.783 15.015 21.349 29.474 36.711 
11232 8.501 9.783 15.016 21.350 29.474 36.712 
11233 8.501 9.784 15.016 21.350 29.475 36.713 
11234 8.501 9.784 15.016 21.351 29.475 36.713 
11235 8.501 9.784 15.016 21.352 29.475 36.713 
11236 8.501 9.784 15.017 21.352 29.476 36.713 
11237 8.502 9.785 15.018 21.352 29.476 36.714 
11238 8.503 9.784 15.018 21.352 29.478 36.714 
11239 8.504 9.784 15.018 21.352 29.478 36.713 
11240 8.505 9.784 15.017 21.352 29.477 36.713 
11241 8.506 9.784 15.018 21.353 29.478 36.714 
11242 8.507 9.784 15.019 21.353 29.478 36.715 
11243 8.508 9.784 15.019 21.354 29.480 36.716 
11244 8.508 9.783 15.020 21.355 29.480 36.717 
11245 8.508 9.783 15.020 21.356 29.481 36.718 
11246 8.507 9.784 15.020 21.357 29.481 36.718 
11247 8.508 9.785 15.020 21.357 29.480 36.718 
11248 8.508 9.786 15.020 21.357 29.481 36.718 
11249 8.508 9.787 15.019 21.357 29.481 36.719 
11250 8.509 9.788 15.019 21.357 29.483 36.719 
11251 8.510 9.788 15.020 21.357 29.484 36.720 
11252 8.510 9.787 15.021 21.358 29.485 36.719 
11253 8.511 9.787 15.021 21.358 29.487 36.718 
11254 8.511 9.788 15.021 21.359 29.487 36.719 
11255 8.511 9.788 15.021 21.359 29.487 36.720 
11256 8.511 9.787 15.020 21.359 29.488 36.721 
11257 8.511 9.787 15.020 21.360 29.488 36.722 
11258 8.511 9.788 15.020 21.360 29.487 36.724 
11259 8.511 9.788 15.020 21.361 29.487 36.724 
11260 8.513 9.787 15.021 21.361 29.486 36.726 
11261 8.513 9.788 15.020 21.362 29.487 36.726 
11262 8.514 9.787 15.020 21.362 29.487 36.725 
11263 8.514 9.788 15.020 21.362 29.488 36.725 
11264 8.514 9.789 15.021 21.362 29.488 36.726 
11265 8.516 9.789 15.021 21.363 29.490 36.727 
11266 8.517 9.790 15.022 21.363 29.490 36.728 
11267 8.518 9.789 15.022 21.364 29.490 36.729 
11268 8.519 9.788 15.022 21.364 29.490 36.729 
11269 8.519 9.788 15.022 21.364 29.491 36.730 
11270 8.518 9.788 15.022 21.365 29.491 36.730 
11271 8.518 9.789 15.022 21.365 29.491 36.731 
11272 8.519 9.789 15.022 21.366 29.492 36.731 
11273 8.519 9.789 15.021 21.366 29.493 36.731 
11274 8.519 9.789 15.021 21.366 29.494 36.732 
11275 8.520 9.790 15.021 21.366 29.495 36.733 
11276 8.521 9.789 15.021 21.366 29.496 36.733 
11277 8.522 9.789 15.021 21.366 29.497 36.733 
11278 8.523 9.788 15.022 21.367 29.498 36.734 
11279 8.524 9.788 15.023 21.368 29.498 36.733 
11280 8.525 9.789 15.023 21.369 29.499 36.734 
11281 8.526 9.789 15.022 21.370 29.498 36.734 
11282 8.527 9.789 15.022 21.370 29.497 36.734 
11283 8.527 9.789 15.022 21.371 29.498 36.734 
11284 8.528 9.790 15.022 21.371 29.498 36.734 
11285 8.528 9.790 15.022 21.371 29.498 36.734 
11286 8.528 9.789 15.023 21.371 29.498 36.735 
11287 8.528 9.788 15.023 21.371 29.498 36.735 
11288 8.529 9.788 15.024 21.372 29.500 36.736 
11289 8.529 9.787 15.024 21.372 29.501 36.736 
11290 8.531 9.788 15.024 21.373 29.502 36.738 
11291 8.533 9.788 15.024 21.372 29.503 36.739 
11292 8.534 9.787 15.025 21.372 29.503 36.738 
11293 8.536 9.787 15.026 21.374 29.503 36.739 
11294 8.536 9.786 15.026 21.375 29.504 36.739 
11295 8.536 9.787 15.025 21.376 29.504 36.740 
11296 8.535 9.787 15.024 21.377 29.505 36.740 
11297 8.535 9.787 15.023 21.377 29.506 36.741 
11298 8.535 9.786 15.022 21.376 29.506 36.742 
11299 8.536 9.785 15.022 21.376 29.506 36.742 
11300 8.536 9.784 15.022 21.376 29.507 36.744 
11301 8.536 9.784 15.021 21.377 29.508 36.744 
11302 8.537 9.784 15.021 21.377 29.508 36.744 
11303 8.537 9.784 15.022 21.377 29.507 36.744 
11304 8.539 9.784 15.022 21.377 29.507 36.745 
11305 8.540 9.784 15.022 21.378 29.509 36.746 
11306 8.539 9.784 15.022 21.378 29.510 36.747 
11307 8.539 9.784 15.023 21.379 29.511 36.748 
11308 8.540 9.785 15.024 21.378 29.512 36.748 
11309 8.540 9.784 15.025 21.377 29.513 36.749 
11310 8.541 9.784 15.026 21.377 29.514 36.751 
11311 8.541 9.783 15.026 21.377 29.515 36.752 
11312 8.542 9.783 15.025 21.378 29.516 36.753 
11313 8.543 9.782 15.024 21.379 29.517 36.752 
11314 8.544 9.783 15.025 21.380 29.518 36.752 
11315 8.545 9.783 15.025 21.381 29.519 36.752 
11316 8.546 9.783 15.025 21.382 29.520 36.750 
11317 8.546 9.784 15.025 21.382 29.521 36.749 
11318 8.547 9.784 15.024 21.382 29.522 36.749 
11319 8.548 9.785 15.025 21.382 29.522 36.749 
11320 8.548 9.786 15.024 21.382 29.522 36.750 
11321 8.547 9.786 15.024 21.382 29.522 36.750 
11322 8.547 9.787 15.024 21.382 29.522 36.750 
11323 8.548 9.788 15.024 21.381 29.521 36.751 
11324 8.549 9.788 15.025 21.382 29.520 36.752 
11325 8.550 9.788 15.025 21.382 29.521 36.752 
11326 8.552 9.789 15.025 21.381 29.522 36.753 
11327 8.552 9.789 15.025 21.381 29.523 36.753 
11328 8.553 9.789 15.025 21.381 29.523 36.754 
11329 8.554 9.789 15.026 21.382 29.523 36.754 
11330 8.554 9.788 15.026 21.383 29.523 36.755 
11331 8.554 9.789 15.026 21.384 29.523 36.755 
11332 8.554 9.790 15.026 21.385 29.523 36.755 
11333 8.554 9.790 15.026 21.385 29.522 36.756 
11334 8.555 9.790 15.026 21.385 29.522 36.759 
11335 8.556 9.790 15.026 21.385 29.523 36.760 
11336 8.557 9.790 15.026 21.384 29.523 36.761 
11337 8.558 9.789 15.027 21.386 29.525 36.762 
11338 8.559 9.790 15.027 21.387 29.525 36.763 
11339 8.559 9.789 15.026 21.387 29.526 36.763 
11340 8.560 9.789 15.026 21.387 29.527 36.764 
11341 8.561 9.789 15.027 21.387 29.526 36.764 
11342 8.562 9.789 15.027 21.388 29.527 36.763 
11343 8.562 9.788 15.027 21.389 29.527 36.763 
11344 8.563 9.789 15.027 21.391 29.529 36.762 
11345 8.563 9.789 15.026 21.392 29.529 36.763 
11346 8.563 9.788 15.026 21.392 29.529 36.764 
11347 8.564 9.788 15.026 21.392 29.529 36.765 
11348 8.565 9.788 15.026 21.393 29.530 36.765 
11349 8.565 9.788 15.026 21.394 29.531 36.765 
11350 8.566 9.789 15.026 21.394 29.532 36.764 
11351 8.566 9.789 15.027 21.394 29.532 36.763 
11352 8.567 9.789 15.027 21.395 29.532 36.761 
11353 8.568 9.789 15.028 21.395 29.533 36.760 
11354 8.569 9.789 15.028 21.395 29.533 36.759 
11355 8.568 9.788 15.027 21.395 29.534 36.759 
11356 8.569 9.788 15.027 21.395 29.534 36.760 
11357 8.570 9.789 15.027 21.395 29.534 36.762 
11358 8.571 9.789 15.027 21.395 29.533 36.763 
11359 8.572 9.788 15.028 21.396 29.533 36.764 
11360 8.572 9.788 15.028 21.397 29.532 36.765 
11361 8.574 9.788 15.027 21.398 29.532 36.765 
11362 8.574 9.788 15.027 21.398 29.533 36.766 
11363 8.574 9.788 15.027 21.398 29.534 36.768 
11364 8.574 9.788 15.026 21.399 29.535 36.769 
11365 8.574 9.788 15.026 21.398 29.536 36.770 
11366 8.574 9.787 15.026 21.398 29.537 36.770 
11367 8.575 9.787 15.026 21.398 29.538 36.771 
11368 8.576 9.786 15.026 21.399 29.538 36.773 
11369 8.576 9.786 15.027 21.399 29.538 36.774 
11370 8.577 9.787 15.028 21.399 29.539 36.775 
11371 8.577 9.787 15.028 21.399 29.540 36.776 
11372 8.578 9.787 15.028 21.399 29.540 36.777 
11373 8.579 9.787 15.029 21.400 29.541 36.777 
11374 8.579 9.787 15.029 21.400 29.542 36.778 
11375 8.579 9.787 15.029 21.400 29.541 36.779 
11376 8.579 9.788 15.029 21.399 29.541 36.781 
11377 8.580 9.788 15.029 21.400 29.541 36.783 
11378 8.580 9.788 15.029 21.400 29.541 36.784 
11379 8.581 9.788 15.029 21.401 29.542 36.784 
11380 8.580 9.788 15.029 21.401 29.543 36.785 
11381 8.580 9.788 15.029 21.402 29.544 36.785 
11382 8.580 9.789 15.030 21.402 29.544 36.785 
11383 8.581 9.788 15.031 21.401 29.545 36.786 
11384 8.582 9.788 15.031 21.401 29.546 36.786 
11385 8.583 9.789 15.031 21.401 29.546 36.787 
11386 8.583 9.789 15.031 21.402 29.546 36.787 
11387 8.584 9.789 15.031 21.402 29.546 36.788 
11388 8.585 9.790 15.031 21.402 29.546 36.788 
11389 8.585 9.790 15.031 21.403 29.546 36.788 
11390 8.586 9.790 15.032 21.403 29.546 36.788 
11391 8.586 9.791 15.032 21.403 29.546 36.787 
11392 8.587 9.790 15.031 21.404 29.547 36.788 
11393 8.588 9.790 15.031 21.404 29.546 36.789 
11394 8.589 9.790 15.030 21.406 29.546 36.790 
11395 8.589 9.790 15.031 21.407 29.546 36.792 
11396 8.590 9.790 15.030 21.407 29.546 36.794 
11397 8.591 9.790 15.030 21.407 29.547 36.795 
11398 8.591 9.790 15.030 21.408 29.548 36.797 
11399 8.591 9.790 15.031 21.408 29.549 36.798 
11400 8.592 9.790 15.031 21.407 29.548 36.798 
11401 8.593 9.790 15.031 21.406 29.548 36.798 
11402 8.593 9.790 15.031 21.407 29.548 36.797 
11403 8.594 9.789 15.031 21.406 29.548 36.798 
11404 8.593 9.789 15.031 21.406 29.547 36.798 
11405 8.594 9.790 15.032 21.405 29.547 36.798 
11406 8.595 9.790 15.032 21.406 29.548 36.800 
11407 8.595 9.791 15.032 21.406 29.550 36.801 
11408 8.595 9.791 15.032 21.407 29.551 36.803 
11409 8.595 9.791 15.032 21.406 29.552 36.805 
11410 8.595 9.791 15.032 21.407 29.553 36.807 
11411 8.595 9.791 15.032 21.406 29.553 36.808 
11412 8.596 9.790 15.032 21.407 29.553 36.809 
11413 8.596 9.791 15.032 21.407 29.553 36.810 
11414 8.596 9.791 15.033 21.407 29.553 36.811 
11415 8.597 9.790 15.034 21.406 29.554 36.812 
11416 8.597 9.790 15.034 21.405 29.555 36.812 
11417 8.598 9.790 15.033 21.406 29.555 36.813 
11418 8.598 9.791 15.033 21.405 29.556 36.813 
11419 8.599 9.791 15.033 21.405 29.556 36.813 
11420 8.599 9.790 15.033 21.405 29.556 36.814 
11421 8.599 9.790 15.033 21.406 29.556 36.814 
11422 8.600 9.790 15.032 21.406 29.555 36.814 
11423 8.600 9.790 15.033 21.407 29.556 36.814 
11424 8.601 9.791 15.032 21.408 29.557 36.815 
11425 8.602 9.791 15.032 21.408 29.558 36.815 
11426 8.602 9.791 15.033 21.408 29.559 36.816 
11427 8.602 9.791 15.033 21.407 29.559 36.818 
11428 8.603 9.791 15.033 21.407 29.559 36.819 
11429 8.603 9.790 15.032 21.406 29.558 36.819 
11430 8.604 9.790 15.032 21.406 29.558 36.819 
11431 8.605 9.791 15.032 21.407 29.559 36.820 
11432 8.605 9.792 15.032 21.407 29.559 36.820 
11433 8.607 9.792 15.031 21.407 29.560 36.820 
11434 8.608 9.792 15.030 21.407 29.560 36.821 
11435 8.609 9.792 15.031 21.407 29.560 36.822 
11436 8.610 9.792 15.032 21.406 29.560 36.823 
11437 8.610 9.791 15.032 21.406 29.559 36.823 
11438 8.611 9.791 15.031 21.407 29.560 36.823 
11439 8.611 9.791 15.030 21.408 29.559 36.823 
11440 8.612 9.791 15.030 21.409 29.558 36.822 
11441 8.612 9.791 15.030 21.410 29.559 36.823 
11442 8.612 9.792 15.030 21.410 29.560 36.823 
11443 8.612 9.792 15.031 21.410 29.561 36.823 
11444 8.612 9.792 15.032 21.411 29.562 36.824 
11445 8.613 9.792 15.032 21.410 29.563 36.826 
11446 8.613 9.792 15.032 21.411 29.564 36.827 
11447 8.614 9.792 15.032 21.410 29.565 36.827 
11448 8.616 9.792 15.033 21.410 29.566 36.829 
11449 8.617 9.792 15.033 21.410 29.566 36.831 
11450 8.617 9.792 15.032 21.410 29.566 36.833 
11451 8.618 9.793 15.032 21.409 29.566 36.834 
11452 8.618 9.792 15.033 21.409 29.565 36.835 
11453 8.620 9.793 15.033 21.409 29.566 36.836 
11454 8.619 9.793 15.032 21.409 29.565 36.836 
11455 8.619 9.793 15.032 21.409 29.565 36.835 
11456 8.620 9.792 15.032 21.409 29.565 36.835 
11457 8.621 9.791 15.032 21.408 29.566 36.835 
11458 8.622 9.792 15.033 21.409 29.566 36.836 
11459 8.622 9.792 15.033 21.410 29.567 36.837 
11460 8.622 9.792 15.034 21.411 29.566 36.838 
11461 8.624 9.793 15.034 21.411 29.566 36.840 
11462 8.625 9.793 15.034 21.411 29.567 36.841 
11463 8.626 9.793 15.034 21.411 29.567 36.842 
11464 8.626 9.794 15.035 21.412 29.568 36.842 
11465 8.626 9.793 15.035 21.411 29.568 36.843 
11466 8.625 9.793 15.035 21.411 29.568 36.842 
11467 8.625 9.793 15.034 21.412 29.569 36.841 
11468 8.625 9.793 15.035 21.413 29.569 36.841 
11469 8.625 9.794 15.035 21.414 29.569 36.840 
11470 8.625 9.794 15.036 21.415 29.571 36.841 
11471 8.625 9.794 15.037 21.415 29.574 36.841 
11472 8.626 9.794 15.037 21.415 29.575 36.843 
11473 8.626 9.794 15.037 21.416 29.575 36.844 
11474 8.626 9.794 15.037 21.416 29.575 36.845 
11475 8.626 9.794 15.037 21.416 29.574 36.846 
11476 8.626 9.794 15.036 21.416 29.575 36.847 
11477 8.627 9.793 15.036 21.416 29.575 36.847 
11478 8.628 9.792 15.036 21.417 29.577 36.847 
11479 8.629 9.792 15.036 21.418 29.578 36.847 
11480 8.630 9.791 15.036 21.419 29.579 36.847 
11481 8.630 9.792 15.036 21.419 29.579 36.848 
11482 8.631 9.793 15.037 21.420 29.579 36.848 
11483 8.631 9.793 15.038 21.419 29.580 36.849 
11484 8.632 9.793 15.038 21.419 29.580 36.849 
11485 8.633 9.794 15.037 21.420 29.582 36.850 
11486 8.634 9.793 15.038 21.419 29.583 36.851 
11487 8.635 9.794 15.037 21.420 29.584 36.851 
11488 8.636 9.794 15.038 21.420 29.585 36.851 
11489 8.636 9.795 15.038 21.419 29.585 36.851 
11490 8.636 9.794 15.038 21.419 29.585 36.851 
11491 8.636 9.793 15.038 21.419 29.585 36.850 
11492 8.637 9.793 15.039 21.419 29.586 36.851 
11493 8.637 9.792 15.039 21.419 29.587 36.851 
11494 8.637 9.791 15.040 21.419 29.588 36.852 
11495 8.638 9.791 15.041 21.418 29.589 36.853 
11496 8.638 9.792 15.041 21.418 29.588 36.854 
11497 8.639 9.793 15.040 21.418 29.588 36.854 
11498 8.640 9.795 15.040 21.418 29.588 36.855 
11499 8.640 9.795 15.041 21.419 29.588 36.856 
11500 8.640 9.796 15.041 21.419 29.589 36.858 
11501 8.642 9.795 15.042 21.419 29.590 36.858 
11502 8.643 9.795 15.042 21.421 29.590 36.858 
11503 8.644 9.795 15.041 21.421 29.590 36.858 
11504 8.644 9.795 15.041 21.422 29.591 36.859 
11505 8.644 9.795 15.042 21.423 29.590 36.860 
11506 8.645 9.795 15.042 21.423 29.591 36.861 
11507 8.646 9.794 15.041 21.423 29.590 36.862 
11508 8.646 9.794 15.042 21.424 29.589 36.862 
11509 8.647 9.794 15.042 21.424 29.589 36.863 
11510 8.647 9.795 15.043 21.425 29.590 36.864 
11511 8.648 9.795 15.044 21.425 29.590 36.864 
11512 8.648 9.795 15.045 21.426 29.591 36.865 
11513 8.648 9.795 15.045 21.428 29.591 36.865 
11514 8.649 9.795 15.046 21.429 29.591 36.867 
11515 8.649 9.796 15.046 21.429 29.592 36.868 
11516 8.648 9.796 15.045 21.429 29.591 36.868 
11517 8.647 9.796 15.044 21.429 29.591 36.868 
11518 8.648 9.796 15.046 21.429 29.591 36.868 
11519 8.648 9.797 15.047 21.429 29.591 36.867 
11520 8.648 9.797 15.047 21.429 29.592 36.867 
11521 8.649 9.797 15.048 21.429 29.592 36.866 
11522 8.650 9.797 15.048 21.429 29.592 36.866 
11523 8.650 9.797 15.048 21.430 29.593 36.867 
11524 8.651 9.798 15.049 21.431 29.595 36.868 
11525 8.651 9.798 15.048 21.430 29.596 36.869 
11526 8.652 9.798 15.049 21.430 29.596 36.871 
11527 8.653 9.798 15.048 21.429 29.595 36.872 
11528 8.653 9.798 15.048 21.430 29.595 36.871 
11529 8.653 9.796 15.048 21.431 29.595 36.871 
11530 8.653 9.796 15.049 21.432 29.595 36.872 
11531 8.653 9.796 15.049 21.432 29.595 36.872 
11532 8.653 9.796 15.048 21.431 29.595 36.873 
11533 8.653 9.796 15.048 21.430 29.597 36.873 
11534 8.653 9.796 15.048 21.429 29.597 36.874 
11535 8.654 9.796 15.049 21.429 29.598 36.874 
11536 8.655 9.796 15.050 21.430 29.599 36.875 
11537 8.656 9.797 15.050 21.430 29.599 36.876 
11538 8.656 9.797 15.050 21.431 29.599 36.877 
11539 8.656 9.797 15.050 21.431 29.600 36.878 
11540 8.656 9.797 15.050 21.432 29.600 36.879 
11541 8.657 9.797 15.051 21.432 29.600 36.879 
11542 8.657 9.798 15.051 21.431 29.600 36.880 
11543 8.658 9.798 15.050 21.431 29.600 36.881 
11544 8.658 9.797 15.050 21.431 29.600 36.881 
11545 8.658 9.797 15.050 21.431 29.600 36.882 
11546 8.659 9.797 15.050 21.430 29.601 36.882 
11547 8.660 9.797 15.049 21.430 29.602 36.883 
11548 8.660 9.797 15.049 21.431 29.602 36.883 
11549 8.660 9.796 15.050 21.432 29.602 36.883 
11550 8.661 9.796 15.050 21.433 29.602 36.885 
11551 8.663 9.796 15.051 21.432 29.602 36.886 
11552 8.663 9.796 15.051 21.433 29.603 36.887 
11553 8.665 9.797 15.051 21.433 29.603 36.887 
11554 8.664 9.797 15.052 21.433 29.603 36.887 
11555 8.665 9.797 15.052 21.433 29.603 36.888 
11556 8.666 9.796 15.052 21.433 29.604 36.887 
11557 8.666 9.796 15.053 21.434 29.604 36.887 
11558 8.666 9.796 15.053 21.435 29.605 36.887 
11559 8.667 9.797 15.053 21.434 29.606 36.888 
11560 8.667 9.798 15.053 21.434 29.607 36.888 
11561 8.667 9.798 15.052 21.433 29.608 36.888 
11562 8.668 9.798 15.053 21.434 29.609 36.888 
11563 8.669 9.798 15.053 21.435 29.609 36.889 
11564 8.670 9.798 15.053 21.436 29.610 36.890 
11565 8.670 9.797 15.053 21.436 29.610 36.891 
11566 8.669 9.797 15.054 21.436 29.611 36.891 
11567 8.669 9.796 15.054 21.436 29.611 36.891 
11568 8.669 9.797 15.053 21.437 29.611 36.892 
11569 8.670 9.797 15.053 21.437 29.611 36.893 
11570 8.670 9.797 15.053 21.437 29.612 36.894 
11571 8.670 9.798 15.053 21.438 29.613 36.895 
11572 8.671 9.798 15.053 21.439 29.614 36.896 
11573 8.672 9.798 15.054 21.439 29.614 36.898 
11574 8.672 9.796 15.054 21.440 29.616 36.898 
11575 8.672 9.796 15.054 21.440 29.616 36.898 
11576 8.672 9.795 15.054 21.441 29.617 36.898 
11577 8.673 9.795 15.054 21.442 29.617 36.898 
11578 8.674 9.795 15.054 21.442 29.617 36.898 
11579 8.674 9.795 15.054 21.442 29.617 36.899 
11580 8.674 9.796 15.055 21.442 29.618 36.900 
11581 8.675 9.796 15.055 21.441 29.618 36.901 
11582 8.676 9.796 15.056 21.440 29.619 36.901 
11583 8.677 9.797 15.055 21.439 29.621 36.902 
11584 8.678 9.797 15.056 21.439 29.622 36.902 
11585 8.678 9.796 15.056 21.439 29.622 36.903 
11586 8.678 9.795 15.056 21.438 29.623 36.903 
11587 8.678 9.795 15.056 21.437 29.623 36.904 
11588 8.679 9.794 15.056 21.438 29.624 36.904 
11589 8.679 9.794 15.056 21.439 29.625 36.904 
11590 8.680 9.794 15.057 21.440 29.627 36.904 
11591 8.680 9.796 15.058 21.441 29.629 36.904 
11592 8.679 9.796 15.058 21.442 29.629 36.904 
11593 8.680 9.796 15.059 21.442 29.630 36.905 
11594 8.681 9.795 15.059 21.442 29.631 36.906 
11595 8.681 9.794 15.059 21.442 29.631 36.907 
11596 8.681 9.795 15.059 21.442 29.631 36.907 
11597 8.682 9.796 15.060 21.441 29.631 36.907 
11598 8.683 9.796 15.061 21.441 29.631 36.907 
11599 8.683 9.796 15.061 21.441 29.631 36.908 
11600 8.683 9.796 15.061 21.442 29.632 36.909 
11601 8.684 9.797 15.060 21.443 29.633 36.910 
11602 8.685 9.798 15.060 21.444 29.633 36.910 
